,Title,Mileage,Price,deal_status,Features,Rating,Rating-Count
805,1999 Ferrari 456 M GTA," 22,239 mi.","$59,750","Good Deal | $2,394 under","Keyless Start, keyless entry, LED Headlights, USB Port, dynamic steering, collision warning system",5.0,(25 reviews)
806,2019 Lincoln Continental Reserve," 31,792 mi.","$41,000",Great Deal,Nan,4.5,"(2,283 reviews)"
807,2019 BMW 740 i xDrive," 22,959 mi.","$42,498",Great Deal,Nan,4.8,"(2,992 reviews)"
808,2017 Land Rover Range Rover 5.0L Supercharged," 68,290 mi.","$57,995",Great Deal,"Alloy Wheels, parking distance sensors, parking assistance",4.4,(11 reviews)
809,2019 Toyota Camry Hybrid LE," 28,574 mi.","$30,995",Fair Deal,keyless entry,4.6,(11 reviews)
810,2011 Toyota Sequoia Limited," 137,366 mi.","$20,500","Great Deal | $1,857 under",Nan,4.7,(0 reviews)
811,2022 Toyota Sequoia TRD Sport," 12,865 mi.","$62,891",Fair Deal,Nan,4.0,"(2,482 reviews)"
812,2005 Dodge Ram 1500 SRT-10," 118,751 mi.","$19,900",Good Deal,Nan,4.4,(0 reviews)
813,2016 Audi A7 3.0T Premium Plus," 48,097 mi.","$32,798",Good Deal | $132 under,"keyless entry, Keyless Start, LED Headlights, Navigation System, USB Port, Blind Spot Monitor, Automatic Emergency Braking, collision warning system, parking assistance, parking distance sensors, driver monitor, dynamic steering",4.3,(534 reviews)
814,2016 Audi A7 3.0T Premium Plus," 48,097 mi.","$32,798",Good Deal | $132 under,Nan,4.3,(534 reviews)
815,2022 Cadillac CT5-V V-Series Blackwing, 127 mi.,"$109,985",Home Delivery,Nan,5.0,"(2,032 reviews)"
816,2015 McLaren 650S Spider," 13,918 mi.","$165,000",Great Deal,Nan,4.9,(297 reviews)
817,2022 Chevrolet Corvette Stingray w/2LT," 1,849 mi.","$96,499","Great Deal | $5,723 under","keyless entry, Keyless Start, LED Headlights, Sunroof/Moonroof, Heated Seats",4.3,(220 reviews)
818,2021 GMC Yukon SLT," 62,946 mi.","$56,000",Home Delivery,"keyless entry, LED Headlights, Cooled Seats, Sunroof/Moonroof, Lane Departure Warning, Automatic Emergency Braking, collision warning system, parking distance sensors, parking assistance",4.2,(734 reviews)
819,2023 Genesis G70 2.0T," 6,039 mi.","$42,641",Home Delivery,"headlight control - auto highbeam, keyless entry, Keyless Start, LED Headlights, USB Port, Apple CarPlay/Android Auto, Cooled Seats, Heated Seats, Sunroof/Moonroof, Backup Camera, Lane Departure Warning, Automatic Emergency Braking, collision warning system, Blind Spot Monitor, Rear Cross Traffic Alert, parking distance sensors, parking assistance",3.8,(129 reviews)
820,2021 Lexus IS 350 F Sport," 25,098 mi.","$46,488","Great Deal | $3,685 under","headlight control - auto highbeam, keyless entry, Keyless Start, LED Headlights, USB Port, Apple CarPlay/Android Auto, Cooled Seats, Heated Seats, Sunroof/Moonroof, Backup Camera, Lane Departure Warning, Automatic Emergency Braking, collision warning system, Blind Spot Monitor, Rear Cross Traffic Alert, parking distance sensors, parking assistance",3.7,(144 reviews)
821,2017 Audi A7 3.0T Prestige," 83,662 mi.","$30,000","Great Deal | $4,128 under","headlight control - auto highbeam, keyless entry, LED Headlights, driver monitor, Blind Spot Monitor, collision warning system",5.0,(362 reviews)
822,2018 BMW M3 Base," 20,948 mi.","$61,641","Great Deal | $7,370 under",Nan,4.3,(290 reviews)
823,2019 Audi Q8 3.0T Premium," 23,433 mi.","$58,000",Good Deal,Nan,3.8,(223 reviews)
824,2021 Jeep Grand Cherokee L Limited," 11,637 mi.","$48,500",Good Deal | $709 under,"keyless entry, LED Headlights, USB Port, Cooled Seats, parking assistance, collision warning system, parking distance sensors",4.7,(896 reviews)
825,2020 BMW X1 sDrive28i," 65,323 mi.","$27,995",Home Delivery,"keyless entry, LED Headlights, USB Port, Navigation System, Sunroof/Moonroof, Heated Seats, parking distance sensors, Automatic Emergency Braking, collision warning system, parking assistance, Lane Departure Warning, Backup Camera",4.8,"(1,103 reviews)"
826,2012 BMW 550 i xDrive," 71,000 mi.","$18,999",Good Deal | $492 under,keyless entry,3.1,(81 reviews)
827,2013 Toyota FJ Cruiser Base," 78,405 mi.","$31,688","Great Deal | $1,534 under",Nan,4.9,(80 reviews)
828,2010 Mazda CX-7 s Grand Touring," 66,899 mi.","$13,900",Fair Deal,"headlight control - auto highbeam, keyless entry, Keyless Start, LED Headlights, Apple CarPlay/Android Auto, USB Port, Heated Seats, Sunroof/Moonroof, dynamic steering, driver monitor, Automatic Emergency Braking, collision warning system, Blind Spot Monitor, traffic sign recognition, autonomous drive, Rear Cross Traffic Alert, parking distance sensors, parking assistance",4.3,(6 reviews)
829,2021 Cadillac CT5 Premium Luxury RWD," 9,567 mi.","$42,494","Good Deal | $1,103 under","keyless entry, Keyless Start, headlight control - auto highbeam, LED Headlights, USB Port, Cooled Seats, Backup Camera, traffic sign recognition, autonomous drive, dynamic steering, driver monitor, Automatic Emergency Braking, collision warning system, Blind Spot Monitor, Rear Cross Traffic Alert, parking distance sensors, Lane Departure Warning, parking assistance",4.9,(2 reviews)
830,2021 Cadillac CT5 Premium Luxury RWD," 9,567 mi.","$42,494","Good Deal | $1,103 under","headlight control - auto highbeam, keyless entry, Keyless Start, LED Headlights, Rear Seat Entertainment, USB Port, Cooled Seats, driver monitor, dynamic steering, Automatic Emergency Braking, collision warning system, Blind Spot Monitor, Backup Camera, traffic sign recognition, parking distance sensors, Rear Cross Traffic Alert, Lane Departure Warning, parking assistance",4.9,(2 reviews)
831,2018 Porsche Panamera Sport Turismo 4," 33,294 mi.","$71,387",CPO Warrantied,"headlight control - auto highbeam, keyless entry, LED Headlights, Sunroof/Moonroof, Heated Steering Wheel, collision warning system, traffic sign recognition, autonomous drive, Blind Spot Monitor, dynamic steering",4.7,(10 reviews)
832,2022 Mercedes-Benz AMG GLA 35 Base," 3,834 mi.","$53,612",Good Deal,Nan,4.9,(143 reviews)
833,2022 Kia Carnival LXS," 17,387 mi.","$41,995",Good Deal,"headlight control - auto highbeam, keyless entry, Keyless Start, LED Headlights, USB Port, Heated Seats, Cooled Seats, dynamic steering, Automatic Emergency Braking, collision warning system, Blind Spot Monitor, Rear Cross Traffic Alert, parking distance sensors, Lane Departure Warning, parking assistance",5.0,"(1,473 reviews)"
834,2018 Lincoln Continental Black Label," 18,996 mi.","$40,000","Great Deal | $5,015 under","headlight control - auto highbeam, keyless entry, Apple CarPlay/Android Auto, USB Port, Heated Steering Wheel, Backup Camera, parking assistance, parking distance sensors, traffic sign recognition, driver monitor, Automatic Emergency Braking, collision warning system, Blind Spot Monitor, Rear Cross Traffic Alert, Lane Departure Warning",4.0,"(1,019 reviews)"
835,2022 Subaru WRX Premium," 3,895 mi.","$33,000","Great Deal | $4,223 under",Nan,4.6,(425 reviews)
836,2021 Buick Envision Preferred," 21,926 mi.","$35,339",Fair Deal,Nan,5.0,(713 reviews)
837,2021 Honda Passport Sport," 47,245 mi.","$31,480","Great Deal | $4,568 under","Rear Seat Entertainment, Sunroof/Moonroof, Heated Seats, parking distance sensors, Backup Camera, parking assistance",4.8,(34 reviews)
838,2020 Toyota Corolla Hatchback SE," 18,530 mi.","$26,995",Good Deal,"Remote Start, headlight control - auto highbeam, keyless entry, Keyless Start, Adaptive Cruise Control, Tow Hitch, LED Headlights, USB Port, driver monitor, Automatic Emergency Braking, collision warning system, Lane Departure Warning, Rear Cross Traffic Alert, parking assistance, parking distance sensors",3.7,(128 reviews)
839,2020 Toyota Corolla Hatchback SE," 18,530 mi.","$26,995",Good Deal,"Navigation System, Bluetooth",3.7,(128 reviews)
840,2018 Land Rover Range Rover Velar P250 SE R-Dynamic," 56,719 mi.","$38,675",Home Delivery,"keyless entry, Keyless Start, LED Headlights, USB Port, Rear Cross Traffic Alert, parking distance sensors, collision warning system, parking assistance",4.3,(257 reviews)
841,2020 Toyota Camry SE," 16,284 mi.","$28,098",Good Deal | $748 under,"keyless entry, Keyless Start, LED Headlights, USB Port, Rear Cross Traffic Alert, parking distance sensors, collision warning system, parking assistance",4.7,(827 reviews)
842,2021 Toyota 4Runner Limited," 21,963 mi.","$45,221",Great Deal,Nan,4.0,(54 reviews)
843,2020 Audi Q8 Premium Plus," 29,845 mi.","$64,998",Great Deal,"keyless entry, LED Headlights",4.4,"(1,254 reviews)"
844,2021 Audi A8 4DR 60 TFSI QTRO," 11,372 mi.","$83,899",Great Deal,"Remote Start, keyless entry, Keyless Start, Alloy Wheels, LED Headlights, Bluetooth, USB Port, Cooled Seats, Heated Seats, Leather Seats, Heated Steering Wheel, Backup Camera, Blind Spot Monitor, parking distance sensors, parking assistance",5.0,(32 reviews)
845,2015 Chrysler 300 Limited," 77,431 mi.","$15,995","Great Deal | $2,047 under","headlight control - auto highbeam, keyless entry, LED Headlights, USB Port, Cooled Seats, Heated Seats, Heated Steering Wheel, Sunroof/Moonroof, Backup Camera, parking assistance, dynamic steering, Automatic Emergency Braking, collision warning system, parking distance sensors, trailer assist, Rear Cross Traffic Alert",4.6,(425 reviews)
846,2007 Porsche Boxster ," 25,228 mi.","$25,750","Great Deal | $2,326 under","Remote Start, headlight control - auto highbeam, Adaptive Cruise Control, Keyless Start, keyless entry, LED Headlights, USB Port, Bluetooth, traffic sign recognition, driver monitor, Automatic Emergency Braking, collision warning system, dynamic steering, Blind Spot Monitor, autonomous drive, front cross traffic alert, Rear Cross Traffic Alert, Lane Departure Warning",4.8,(1 review)
847,2019 Volvo XC90 T6 Momentum," 61,561 mi.","$35,769","Great Deal | $6,873 under","keyless entry, headlight control - auto highbeam, Navigation System, Apple CarPlay/Android Auto, USB Port, Cooled Seats, parking distance sensors, parking assistance, traffic sign recognition, front cross traffic alert, dynamic steering, driver monitor, Automatic Emergency Braking, collision warning system, autonomous drive, Rear Cross Traffic Alert",4.4,(32 reviews)
848,2021 Jeep Grand Cherokee L Limited," 18,995 mi.","$42,935",Fair Deal,Nan,3.4,(50 reviews)
849,2015 RAM 2500 Laramie," 70,754 mi.","$41,497","Great Deal | $2,188 under",Nan,4.5,(5 reviews)
850,2015 Kia Optima LX," 77,750 mi.","$13,600",Good Deal | $116 under,Nan,4.6,(85 reviews)
851,2018 Toyota Sequoia Limited," 73,520 mi.","$39,997",Good Deal | $512 under,"headlight control - auto highbeam, keyless entry, Apple CarPlay/Android Auto, USB Port, Sunroof/Moonroof, Lane Departure Warning, dynamic steering, Automatic Emergency Braking, collision warning system, Blind Spot Monitor, Rear Cross Traffic Alert, parking distance sensors, parking assistance",4.6,"(2,266 reviews)"
852,2018 Land Rover Discovery SE," 50,979 mi.","$35,447","Great Deal | $9,985 under",Nan,4.6,"(2,266 reviews)"
853,2012 Lexus IS 250 Base," 67,046 mi.","$17,995",Good Deal | $541 under,"keyless entry, Keyless Start, LED Headlights, Sunroof/Moonroof, parking distance sensors, Backup Camera, parking assistance",4.1,(21 reviews)
854,2018 Audi S7 4.0T Premium Plus," 55,165 mi.","$52,900",Good Deal,"Premium Sound System, parking distance sensors, parking assistance",4.8,"(1,862 reviews)"
855,2022 BMW X6 xDrive40i," 9,314 mi.","$77,143",Good Deal,Nan,4.4,(398 reviews)
856,2019 Volvo XC90 T6 R-Design," 48,312 mi.","$40,669","Great Deal | $3,229 under","keyless entry, LED Headlights, Navigation System, Premium Sound System, Cooled Seats, Heated Steering Wheel, Heated Seats, Sunroof/Moonroof, Lane Departure Warning, collision warning system, dynamic steering, parking assistance, Blind Spot Monitor, parking distance sensors",2.7,(413 reviews)
857,2021 Chevrolet Bolt EV Premier," 4,655 mi.","$31,883",Good Deal,"keyless entry, LED Headlights, Navigation System, Premium Sound System, Cooled Seats, Heated Steering Wheel, Heated Seats, Sunroof/Moonroof, Lane Departure Warning, collision warning system, dynamic steering, parking assistance, Blind Spot Monitor, parking distance sensors",5.0,"(1,524 reviews)"
858,2019 Nissan Titan PRO-4X," 64,581 mi.","$36,999","Great Deal | $3,002 under","keyless entry, Keyless Start, USB Port, Cooled Seats, Blind Spot Monitor, parking distance sensors, parking assistance",3.7,(72 reviews)
859,2021 Chevrolet Tahoe LT," 38,930 mi.","$53,994",Home Delivery,Nan,4.4,(335 reviews)
860,2022 Jeep Grand Cherokee L Overland," 3,738 mi.","$59,994",Good Deal,"headlight control - auto highbeam, keyless entry, LED Headlights, parking assistance, dynamic steering, Automatic Emergency Braking, collision warning system, autonomous drive, driver monitor, parking distance sensors",5.0,"(4,094 reviews)"
861,2022 Jeep Grand Cherokee L Overland," 3,738 mi.","$59,994",Good Deal,"keyless entry, headlight control - auto highbeam, Keyless Start, LED Headlights, USB Port, Cooled Seats, Heated Seats, dynamic steering, Lane Departure Warning, parking assistance, Automatic Emergency Braking, collision warning system, Blind Spot Monitor, parking distance sensors, Rear Cross Traffic Alert",5.0,"(4,094 reviews)"
862,2021 GMC Yukon Denali," 19,561 mi.","$76,797","Good Deal | $2,312 under","headlight control - auto highbeam, keyless entry, LED Headlights",4.6,(745 reviews)
863,2005 Chevrolet Corvette ," 88,571 mi.","$19,000","Great Deal | $4,049 under","headlight control - auto highbeam, keyless entry, LED Headlights, collision warning system, parking distance sensors, parking assistance",3.8,(100 reviews)
864,2019 BMW M550 i xDrive," 34,086 mi.","$53,881","Great Deal | $9,013 under",Nan,5.0,"(3,552 reviews)"
865,2019 BMW M550 i xDrive," 34,086 mi.","$53,881","Great Deal | $9,013 under","headlight control - auto highbeam, keyless entry, Automatic Emergency Braking, traffic sign recognition, collision warning system, driver monitor, autonomous drive",5.0,"(3,552 reviews)"
866,2017 Jeep Patriot Sport," 59,454 mi.","$16,995",Good Deal,"headlight control - auto highbeam, keyless entry, Automatic Emergency Braking, traffic sign recognition, collision warning system, driver monitor, autonomous drive",4.9,"(27,777 reviews)"
867,2019 GMC Terrain SLT," 36,952 mi.","$30,594",Fair Deal,Nan,4.4,(89 reviews)
868,2016 Audi A3 e-tron 1.4T Premium," 53,379 mi.","$24,590",Good Deal,Nan,4.1,"(9,363 reviews)"
869,1964 Buick Riviera ," 78,606 mi.","$22,990",Home Delivery,"keyless entry, headlight control - auto highbeam, Apple CarPlay/Android Auto, USB Port, Cooled Seats, Third Row Seating, Automatic Emergency Braking, collision warning system, parking distance sensors, parking assistance",Nan,(0 reviews)
870,2020 Ford Expedition Platinum," 56,245 mi.","$57,303",Good Deal,"keyless entry, headlight control - auto highbeam, Tow Hitch, USB Port, Apple CarPlay/Android Auto, Premium Sound System, Cooled Seats, Heated Steering Wheel, Backup Camera, dynamic steering, Automatic Emergency Braking, collision warning system, Blind Spot Monitor, Rear Cross Traffic Alert, parking distance sensors, parking assistance",4.9,(14 reviews)
871,2017 Honda Odyssey EX-L," 95,185 mi.","$23,841",Good Deal | $739 under,Nan,4.2,(45 reviews)
872,2018 Lexus LS 500 ," 53,660 mi.","$59,998",Good Deal,keyless entry,3.8,(251 reviews)
873,2021 Buick Envision Essence," 12,768 mi.","$35,682","Great Deal | $2,282 under","keyless entry, Premium Sound System, Heated Seats, Memory Seat",4.3,(535 reviews)
874,2015 Land Rover LR4 Base," 132,062 mi.","$22,981","Great Deal | $3,445 under","headlight control - auto highbeam, keyless entry, Keyless Start, LED Headlights, USB Port, traffic sign recognition, dynamic steering, driver monitor, Automatic Emergency Braking, collision warning system, Blind Spot Monitor, autonomous drive, Rear Cross Traffic Alert, Lane Departure Warning, parking distance sensors, parking assistance",4.8,(35 reviews)
875,2022 Lexus RX 350 F SPORT Appearance," 20,908 mi.","$47,800","Great Deal | $7,229 under","headlight control - auto highbeam, keyless entry, Keyless Start, LED Headlights, Premium Sound System, Lane Departure Warning, dynamic steering, Automatic Emergency Braking, collision warning system, Blind Spot Monitor, Rear Cross Traffic Alert, parking distance sensors, parking assistance",5.0,"(3,900 reviews)"
876,2018 Audi RS 7 4.0T Performance," 28,846 mi.","$89,800",Fair Deal,Nan,5.0,(658 reviews)
877,2022 BMW 530e 530e," 3,899 mi.","$59,751",Good Deal,Nan,2.2,(82 reviews)
